,Data Point,Date Time,Test Time (s),Step Time (s),Cycle Index,Step Index,TC_Counter1,TC_Counter2,TC_Counter3,TC_Counter4,TC_Counter5,TC_Counter6,TC_Counter7,TC_Counter8,Current (A),Voltage (V),Power (W),Charge Capacity (Ah),Discharge Capacity (Ah),Charge Energy (Wh),Discharge Energy (Wh),ACR (Ohm),dV/dt (V/s),Internal Resistance (Ohm),dQ/dV (Ah/V),dV/dQ (V/Ah),MetaCode_MV_UD1,MetaCode_MV_UD2,MetaCode_MV_UD3,Aux_Temperature_1 (C),Aux_dT/dt_1 (C/s)
0,16,	06/12/2024 23:44:55.233,602.2461,0.009,1,6,0,0,0,0,0,0,0,0,-1.135527,3.486808,-3.959364627816,0.0,1.386572e-07,0.0,5.283235e-07,,-0.0341786891222,,,,,,,24.8087590690562,0.0133884058996233
103,119,	06/12/2024 23:55:10.731,1217.744,615.5069,1,6,0,0,0,0,0,0,0,0,-0.6045628,3.63746,-2.199073002488,0.0005790267,0.05418684,0.002253095,0.2017616,,,,,,,,,24.99193,-0.009921193
104,120,	06/12/2024 23:55:11.229,1218.2425,616.0054,1,6,0,0,0,0,0,0,0,0,-0.5674038,3.648873,-2.0703844059174,0.0005790267,0.0542705,0.002253095,0.2020659,,0.0229031108319759,,-0.0073303799144923,-136.418594360352,,,,24.99193,-0.009921193
105,121,	06/12/2024 23:55:12.069,1219.0824,616.8453,1,6,0,0,0,0,0,0,0,0,-0.5349007,3.659258,-1.9573396656806,0.0005790267,0.05439971,0.002253095,0.2025378,,0.0042137061245739,,-0.0095465742051601,-80.3759536743164,,,,24.98728,-0.001454949
106,122,	06/12/2024 23:55:12.729,1219.7422,617.5051,1,6,0,0,0,0,0,0,0,0,-0.4851561,3.672209,-1.7815945968249,0.0005790267,0.05449329,0.002253095,0.2028807,,,,,,,,,24.9872779849245,-0.0014549493789098
107,123,	06/12/2024 23:55:13.731,1220.744,618.5069,1,6,0,0,0,0,0,0,0,0,-0.448782,3.683218,-1.652961940476,0.0005790267,0.05462588,0.002253095,0.203368,,0.0038855650927871,,-0.0116441696882248,-137.155502319336,,,,24.9872779848203,-0.0014549493789294
108,124,	06/12/2024 23:55:15.238,1222.251,620.0139,1,6,0,0,0,0,0,0,0,0,-0.413805,3.693376,-1.52833745568,0.0005790267,0.05480798,0.002253095,0.2040394,,0.0043849009089171,,-0.0222999006509781,-55.7826499938965,,,,24.9837248300423,-0.0011104573931123
109,125,	06/12/2024 23:55:17.915,1224.928,622.6909,1,6,0,0,0,0,0,0,0,0,-0.3815756,3.704324,-1.4134796528944,0.0005790267,0.05510338,0.002253095,0.2051318,,0.0029367390088737,,-0.0191268101334572,,,,,25.0204949946178,0.0114907087298088
110,126,	06/12/2024 23:55:27.916,1234.9289,632.6918,1,6,0,0,0,0,0,0,0,0,-0.357789,3.709225,-1.327119903525,0.0005790267,0.05611588,0.002253095,0.2088856,,0.0009271341841667,,-0.0954549163579941,-36.9805297851563,,,,24.91087,-0.007690191
111,127,	06/12/2024 23:55:37.917,1244.9306,642.6935,1,6,0,0,0,0,0,0,0,0,-0.3570852,3.709405,-1.324573626306,0.0005790267,0.0571088,0.002253095,0.2125686,,-1.3433260392e-05,,,,,,,24.89156,-0.005030036
112,128,	06/12/2024 23:55:47.919,1254.9322,652.6951,1,6,0,0,0,0,0,0,0,0,-0.3571205,3.709236,-1.324644214938,0.0005790267,0.05810088,0.002253095,0.2162483,,0.0002839613880496,,,,,,,24.90158,-0.005918741
113,129,	06/12/2024 23:55:57.921,1264.9339,662.6968,1,6,0,0,0,0,0,0,0,0,-0.3572245,3.708651,-1.3248209991495,0.0005790267,0.05909298,0.002253095,0.2199278,,0.0004406057996675,,,,,,,24.98228,0.01160979
114,130,	06/12/2024 23:56:07.921,1274.9341,672.697,1,6,0,0,0,0,0,0,0,0,-0.3569803,3.707864,-1.3236344030792,0.0005790267,0.06008519,0.002253095,0.2236073,,-9.22257531783e-05,,,,,,,24.8980282625445,0.0038034504449519
115,131,	06/12/2024 23:56:17.921,1284.9341,682.697,1,6,0,0,0,0,0,0,0,0,-0.3569479,3.708205,-1.3236359875195,0.0005790267,0.06107704,0.002253095,0.2272852,,0.0011408949503675,,,,,,,24.8051709878035,-0.0089292445063629
116,132,	06/12/2024 23:56:27.921,1294.9342,692.6971,1,6,0,0,0,0,0,0,0,0,-0.3571482,3.707708,-1.3242012383256,0.0005790267,0.06206859,0.002253095,0.2309616,,-0.000708169885911,,,,,,,24.8144282368854,0.0079230769055036
117,133,	06/12/2024 23:56:37.921,1304.9343,702.6972,1,6,0,0,0,0,0,0,0,0,-0.3572855,3.706321,-1.3242147516455,0.0005790267,0.06306068,0.002253095,0.2346396,,,,1.28273594379425,,,,,24.7608743301124,-0.0120512633820524
118,134,	06/12/2024 23:56:47.922,1314.9351,712.698,1,6,0,0,0,0,0,0,0,0,-0.3568783,3.705727,-1.3224935520241,0.0005790267,0.06405278,0.002253095,0.2383173,,6.53921524644e-05,,,,,,,24.7540608133264,-0.0063640447928396
119,135,	06/12/2024 23:56:57.922,1324.9356,722.6985,1,6,0,0,0,0,0,0,0,0,-0.3569145,3.70587,-1.322678738115,0.0005790267,0.06504481,0.002253095,0.2419944,,-0.0002410146989859,,,,,,,24.64297,-0.03506005
120,136,	06/12/2024 23:57:07.924,1334.9372,732.7001,1,6,0,0,0,0,0,0,0,0,-0.357295,3.706164,-1.32419386638,0.0005790267,0.06603689,0.002253095,0.2456714,,,,,,,,,24.68371,0.001016855
121,137,	06/12/2024 23:57:17.925,1344.9379,742.7008,1,6,0,0,0,0,0,0,0,0,-0.3568087,3.705872,-1.3222873706864,0.0005790267,0.0670284,0.002253095,0.2493459,,-9.7983756859e-06,,,,,,,24.67009,0.01059592
122,138,	06/12/2024 23:57:27.925,1354.9387,752.7016,1,6,0,0,0,0,0,0,0,0,-0.3572206,3.705487,-1.3236762894322,0.0005790267,0.06802043,0.002253095,0.2530221,,-5.99834893364e-05,,,0.0,,,,24.5579,-0.0009024143
123,139,	06/12/2024 23:57:37.926,1364.9397,762.7026,1,6,0,0,0,0,0,0,0,0,-0.357481,3.705262,-1.324560765022,0.0005790267,0.06901265,0.002253095,0.2566985,,-4.56757188658e-05,,,,,,,24.6401034718707,0.0386377195673967
124,140,	06/12/2024 23:57:47.928,1374.9409,772.7038,1,6,0,0,0,0,0,0,0,0,-0.3570309,3.705268,-1.3228951687812,0.0005790267,0.07000456,0.002253095,0.2603735,,-6.17534678895e-05,,,,,,,24.5303927900667,0.0100430725171293
125,141,	06/12/2024 23:57:57.928,1384.941,782.7039,1,6,0,0,0,0,0,0,0,0,-0.3574829,3.704988,-1.3244698547052,0.0005790267,0.07099658,0.002253095,0.2640485,,-1.12214602268e-05,,,,,,,24.5489786196558,-0.0127289402209302
126,142,	06/12/2024 23:58:07.929,1394.9423,792.7052,1,6,0,0,0,0,0,0,0,0,-0.3571472,3.704184,-1.3229389438848,0.0005790267,0.07198866,0.002253095,0.2677234,,,,,,,,,24.5965266242002,0.0093845302094164
127,143,	06/12/2024 23:58:17.929,1404.9426,802.7055,1,6,0,0,0,0,0,0,0,0,-0.3572025,3.70381,-1.323010191525,0.0005790267,0.07298006,0.002253095,0.2713955,,6.98970834491e-05,,,,,,,24.54042,-0.01696944
128,144,	06/12/2024 23:58:27.930,1414.9435,812.7064,1,6,0,0,0,0,0,0,0,0,-0.3572235,3.703543,-1.3229925928605,0.0005790267,0.07397213,0.002253095,0.2750697,,-8.0609563156e-05,,,,,,,24.5014595112739,-0.0098253010797354
129,145,	06/12/2024 23:58:37.931,1424.9448,822.7077,1,6,0,0,0,0,0,0,0,0,-0.3572025,3.702832,-1.32266084748,0.0005790267,0.07496429,0.002253095,0.278744,,-6.10853530815e-05,,0.0,,,,,24.45675,-0.0009024143
130,146,	06/12/2024 23:58:47.932,1434.9456,832.7085,1,6,0,0,0,0,0,0,0,0,-0.3569441,3.702755,-1.3216765509955,0.0005790267,0.0759562,0.002253095,0.2824169,,-0.0091047193855047,,,,,,,24.4850117718482,-0.0013422922019146
131,147,	06/12/2024 23:58:57.934,1444.9472,842.7101,1,6,0,0,0,0,0,0,0,0,-0.3572416,3.702598,-1.3227220336768,0.0005790267,0.07694831,0.002253095,0.2860903,,7.32957269065e-05,,2.69912505149841,,,,,24.43423,-0.0001245737
132,148,	06/12/2024 23:59:07.934,1454.9474,852.7103,1,6,0,0,0,0,0,0,0,0,-0.3569822,3.703243,-1.3219918332746,0.0005790267,0.07794024,0.002253095,0.2897627,,,,,,,,,24.4031508692568,-0.0084852336252974
133,149,	06/12/2024 23:59:17.936,1464.9496,862.7125,1,6,0,0,0,0,0,0,0,0,-0.3571005,3.701922,-1.321958197161,0.0005790267,0.07893236,0.002253095,0.2934355,,7.09243977325e-05,,,,,,,24.39207,-0.00233829
134,150,	06/12/2024 23:59:27.937,1474.9507,872.7136,1,6,0,0,0,0,0,0,0,0,-0.3568497,3.701549,-1.3208966501853,0.0005790267,0.07992415,0.002253095,0.2971067,,-9.24607884371e-05,,,0.0,,,,24.3373571144515,-0.0091677221260931
135,151,	06/12/2024 23:59:37.939,1484.9522,882.7151,1,6,0,0,0,0,0,0,0,0,-0.3571901,3.701215,-1.3220373559715,0.0005790267,0.08091623,0.002253095,0.3007786,,-5.48429306945e-05,,,,,,,24.33487,0.00413239
136,152,	06/12/2024 23:59:47.940,1494.9529,892.7158,1,6,0,0,0,0,0,0,0,0,-0.3572645,3.700874,-1.322190899173,0.0005790267,0.08190831,0.002253095,0.3044502,,0.0123575199395418,,,,,,,24.349874346427,-0.0150869355057444
137,153,	06/12/2024 23:59:55.229,1502.2421,900.005,1,6,0,0,0,0,0,0,0,0,-0.01810265,3.797182,-0.0687390567323,0.0005790267,0.08263101,0.002253095,0.3071246,,0.0090959444642067,,,,,,,24.3187908621693,0.0043538525877695
138,154,	06/13/2024 00:00:05.230,1512.2429,910.0058,1,6,0,0,0,0,0,0,0,0,9.059906e-05,3.804097,0.0003446476123488,0.0005795802,0.08263114,0.002255201,0.3071251,,0.0001499173959018,,-0.0581388995051384,-3.37332201004028,,,,24.40816,0.008150935
139,155,	06/13/2024 00:00:15.230,1522.2432,920.0061,1,6,0,0,0,0,0,0,0,0,0.0001840591,3.805048,0.0007003537103368,0.000580137,0.08263117,0.002257319,0.3071253,,,,,,,,,24.38744,-0.004017353
140,156,	06/13/2024 00:00:25.231,1532.2448,930.0077,1,6,0,0,0,0,0,0,0,0,0.0001764297,3.80625,0.000671535545625,0.0005807224,0.08263121,0.002259547,0.3071254,,7.28993982193e-05,,,,,,,24.32772,-0.02044618
141,157,	06/13/2024 00:00:35.232,1542.2453,940.0082,1,6,0,0,0,0,0,0,0,0,0.000169754,3.805954,0.000646075915316,0.0005813273,0.08263124,0.002261849,0.3071255,,-7.93352373875e-05,,,,,,,24.36492,0.01273632
142,158,	06/13/2024 00:00:45.233,1552.2465,950.0094,1,6,0,0,0,0,0,0,0,0,3.623962e-05,3.805911,0.0001379247683938,0.0005819516,0.08263128,0.002264225,0.3071257,,2.23243896471e-05,,,,,,,24.37634,0.01507938
143,159,	06/13/2024 00:00:55.233,1562.2467,960.0096,1,6,0,0,0,0,0,0,0,0,0.0002355576,3.806196,0.0008965783948896,0.0005825384,0.0826313,0.002266458,0.3071258,,-2.6869629436e-06,,,,,,,24.2916,-0.007041097
144,160,	06/13/2024 00:01:05.234,1572.2477,970.0106,1,6,0,0,0,0,0,0,0,0,0.0006561279,3.806353,0.0024974544005487,0.0005831246,0.08263133,0.00226869,0.3071259,,1.54089902935e-05,,,,,,,24.3481,0.004699826
145,161,	06/13/2024 00:01:15.236,1582.2493,980.0122,1,6,0,0,0,0,0,0,0,0,4.673004e-05,3.806363,0.0001778714952445,0.0005837004,0.08263136,0.002270881,0.307126,,,,,,,,,24.3491821180868,-0.0004493675379084
146,162,	06/13/2024 00:01:25.236,1592.2496,990.0125,1,6,0,0,0,0,0,0,0,0,0.0002412796,3.806533,0.0009184387596268,0.0005843046,0.08263139,0.002273181,0.3071261,,-1.49758698171e-05,,,,,,,24.3277303933248,0.0018971923775562
147,163,	06/13/2024 00:01:35.237,1602.2506,1000.0135,1,6,0,0,0,0,0,0,0,0,0.0001955032,3.806468,0.0007441766746976,0.0005848614,0.08263143,0.0022753,0.3071263,,8.2575706983e-06,,,,,,,24.4031574336598,0.0134061616237817
148,164,	06/13/2024 00:01:45.237,1612.2506,1010.0135,1,6,0,0,0,0,0,0,0,0,0.000207901,3.806503,0.000791375780203,0.0005854595,0.08263146,0.002277577,0.3071264,,1.85323006007e-05,,,,,,,24.4600214040365,0.0426855735600324
149,165,	06/13/2024 00:01:55.237,1622.2506,1020.0135,1,6,0,0,0,0,0,0,0,0,5.245209e-05,3.805904,0.0001996276191393,0.0005860607,0.0826315,0.002279866,0.3071265,,1.22875799206e-05,,,,,,,24.4049440169519,0.0064930958867437
150,166,	06/13/2024 00:02:05.238,1632.2517,1030.0146,1,6,0,0,0,0,0,0,0,0,0.0003805161,3.80664,0.001448487806904,0.0005866626,0.08263153,0.002282157,0.3071266,,-2.59195694525e-05,,0.0006985443178564,1548.55505371094,,,,24.30736,0.009164214
151,167,	06/13/2024 00:02:15.240,1642.2533,1040.0162,1,6,0,0,0,0,0,0,0,0,8.583069e-06,3.80614,3.26683622436e-05,0.0005872512,0.08263155,0.002284397,0.3071267,,0.0002971790090668,,,,,,,24.3774216322594,0.010389673378165
152,168,	06/13/2024 00:02:25.240,1652.2534,1050.0163,1,6,0,0,0,0,0,0,0,0,0.0004453659,3.805494,0.0016948372602546,0.0005877738,0.0826316,0.002286387,0.3071269,,-2.65124708676e-05,,,,,,,24.39316,0.0004500151
153,169,	06/13/2024 00:02:35.240,1662.2535,1060.0164,1,6,0,0,0,0,0,0,0,0,0.0001926422,3.806695,0.000733330099529,0.0005883499,0.08263163,0.00228858,0.307127,,-3.24392494803e-05,,,,,,,24.3481163714523,-0.0103949416003456
154,170,	06/13/2024 00:02:45.240,1672.2537,1070.0166,1,6,0,0,0,0,0,0,0,0,0.0003480911,3.806778,0.0013251055414758,0.0005889254,0.08263167,0.002290771,0.3071271,,,,,,,,,24.35384,-0.03351033
155,171,	06/13/2024 00:02:55.241,1682.2547,1080.0176,1,6,0,0,0,0,0,0,0,0,0.0001449585,3.807314,0.000551902526469,0.0005894676,0.08263171,0.002292834,0.3071273,,1.95969096239e-05,,,,,,,24.44359,0.04124165
156,172,	06/13/2024 00:03:05.241,1692.2548,1090.0177,1,6,0,0,0,0,0,0,0,0,0.0002584457,3.807165,0.0009839454234405,0.000590036,0.08263174,0.002294998,0.3071274,,-2.37086896959e-05,,,,,,,24.40424,0.001784563
157,173,	06/13/2024 00:03:15.241,1702.2548,1100.0177,1,6,0,0,0,0,0,0,0,0,0.0003738403,3.806882,0.0014231659089446,0.0005905678,0.08263178,0.002297023,0.3071276,,-8.24960006866e-05,,,,,,,24.3463350364471,-0.004908971608355
158,174,	06/13/2024 00:03:25.242,1712.2556,1110.0185,1,6,0,0,0,0,0,0,0,0,0.0007305145,3.806865,0.0027809700820425,0.0005911501,0.08263181,0.002299239,0.3071277,,3.9119668144e-06,,,,,,,24.3066543731689,0.0035797700830608
159,175,	06/13/2024 00:03:35.243,1722.2564,1120.0193,1,6,0,0,0,0,0,0,0,0,0.0001649857,3.807466,0.0006281774432362,0.0005916938,0.08263185,0.002301309,0.3071278,,-9.4433371486e-06,,,,,,,24.3280885460055,-0.0001078475325993
160,176,	06/13/2024 00:03:45.243,1732.2568,1130.0197,1,6,0,0,0,0,0,0,0,0,0.0001583099,3.807115,0.0006027039949385,0.0005922596,0.08263187,0.002303463,0.3071279,,,,,,,,,24.39279,-0.01397133
161,177,	06/13/2024 00:03:55.244,1742.2569,1140.0198,1,6,0,0,0,0,0,0,0,0,7.534027e-05,3.806682,0.0002867964496841,0.0005928367,0.08263191,0.00230566,0.3071281,,-4.12507397413e-05,,,,,,,24.3270251174811,0.0004498708574876
162,178,	06/13/2024 00:03:56.225,1743.2384,1141.0013,1,6,0,0,0,0,0,0,0,0,-0.0003852844,3.80699,-0.001466773857956,0.0005929026,0.08263191,0.002305911,0.3071281,,-4.12507397413e-05,0.423513799905777,0.0006985443178564,1548.55505371094,,,,24.32702,0.0004500151
