,Data Point,Date Time,Test Time (s),Step Time (s),Cycle Index,Step Index,TC_Counter1,TC_Counter2,TC_Counter3,TC_Counter4,TC_Counter5,TC_Counter6,TC_Counter7,TC_Counter8,Current (A),Voltage (V),Power (W),Charge Capacity (Ah),Discharge Capacity (Ah),Charge Energy (Wh),Discharge Energy (Wh),ACR (Ohm),dV/dt (V/s),Internal Resistance (Ohm),dQ/dV (Ah/V),dV/dQ (V/Ah),MetaCode_MV_UD1,MetaCode_MV_UD2,MetaCode_MV_UD3,Aux_Temperature_1 (C),Aux_dT/dt_1 (C/s)
0,16,	06/12/2024 23:44:36.847,602.234,0.0058,1,6,0,0,0,0,0,0,0,0,-0.1214104,3.868619,-0.4696905802376,1.046657e-10,2.080024e-07,4.066819e-10,8.06565e-07,,-0.0017368090339005,,,,,,,23.905702551938,0.0208383611331067
100,116,	06/13/2024 00:00:16.845,1542.2324,940.0042,1,6,0,0,0,0,0,0,0,0,0.0002756119,3.85681,0.001062982732039,2.824417e-06,0.0488989,1.089035e-05,0.188258,,6.9421781518e-05,,,,,,,23.4809336846387,-0.0024689653592236
101,117,	06/13/2024 00:00:26.845,1552.2324,950.0042,1,6,0,0,0,0,0,0,0,0,0.0001296997,3.857224,0.0005002807956328,3.542282e-06,0.04889892,1.365912e-05,0.188258,,3.7934230476e-06,,,,,,,23.3989304159513,-0.0138746551513633
102,118,	06/13/2024 00:00:36.846,1562.2334,960.0052,1,6,0,0,0,0,0,0,0,0,2.098083e-05,3.856611,8.09148997671e-05,4.297992e-06,0.04889894,1.657402e-05,0.1882581,,4.28283783548e-05,,,,,,,23.45911,0.003806353
103,119,	06/13/2024 00:00:46.846,1572.2335,970.0053,1,6,0,0,0,0,0,0,0,0,4.863739e-05,3.857556,0.0001876214556188,5.043949e-06,0.04889896,1.945147e-05,0.1882582,,-5.83233886572e-05,,,,,,,23.4404737428793,0.0128679561454338
104,120,	06/13/2024 00:00:56.846,1582.2337,980.0055,1,6,0,0,0,0,0,0,0,0,0.0002031326,3.857154,0.0007835137206204,5.785215e-06,0.04889898,2.231097e-05,0.1882583,,5.67762108403e-05,,,,,,,23.4358,-0.005045533
105,121,	06/13/2024 00:01:06.848,1592.2353,990.0071,1,6,0,0,0,0,0,0,0,0,0.0003709793,3.858087,0.0014312704145991,6.468801e-06,0.04889901,2.494807e-05,0.1882584,,,,,,,,,23.4863218978159,0.0003373084696251
106,122,	06/13/2024 00:01:16.848,1602.2355,1000.0073,1,6,0,0,0,0,0,0,0,0,6.484985e-05,3.857386,0.0002501509034921,7.128238e-06,0.04889903,2.749211e-05,0.1882585,,7.7048789535e-06,,,,,,,23.45767,-0.002688766
107,123,	06/13/2024 00:01:26.848,1612.2356,1010.0074,1,6,0,0,0,0,0,0,0,0,8.201599e-05,3.85817,0.0003164316321383,7.805e-06,0.04889906,3.010308e-05,0.1882586,,-1.14986196422e-05,,,,,,,23.47593,0.003467798
108,124,	06/13/2024 00:01:36.849,1622.2365,1020.0083,1,6,0,0,0,0,0,0,0,0,6.866455e-05,3.858293,0.0002649279526131,8.507988e-06,0.04889908,3.281533e-05,0.1882586,,7.50725519e-07,,,,,,,23.48309,0.0
109,125,	06/13/2024 00:01:46.849,1632.2367,1030.0085,1,6,0,0,0,0,0,0,0,0,0.0001373291,3.858207,0.0005298440949237,9.229334e-06,0.04889909,3.559848e-05,0.1882587,,-3.08590315398e-05,,0.0008535981178283,1236.65002441406,,,,23.5955455978786,0.0150988976285454
110,126,	06/13/2024 00:01:56.851,1642.2384,1040.0102,1,6,0,0,0,0,0,0,0,0,0.0002374649,3.858437,0.0009162433563613,9.910304e-06,0.04889912,3.822593e-05,0.1882588,,1.67126891028e-05,,,,,,,23.5421853632729,0.0025684894289316
111,127,	06/13/2024 00:02:06.852,1652.2391,1050.0109,1,6,0,0,0,0,0,0,0,0,0.0003299713,3.858637,0.0012732394671181,1.063047e-05,0.04889915,4.100468e-05,0.1882589,,,,,,,,,23.44801,-0.01007259
112,128,	06/13/2024 00:02:16.852,1662.2394,1060.0112,1,6,0,0,0,0,0,0,0,0,0.000330925,3.858766,0.00127696213855,1.137604e-05,0.04889917,4.388153e-05,0.188259,,-7.37291484256e-05,,,,,,,23.50745,0.01040816
113,129,	06/13/2024 00:02:26.853,1672.2401,1070.0119,1,6,0,0,0,0,0,0,0,0,0.0004663467,3.85866,0.001799473357422,1.209422e-05,0.0488992,4.665273e-05,0.1882591,,-4.71008788736e-05,,,,,,,23.4899274670832,-0.0059263264965855
114,130,	06/13/2024 00:02:36.854,1682.2411,1080.0129,1,6,0,0,0,0,0,0,0,0,8.201599e-05,3.857808,0.0003164019423499,1.279463e-05,0.04889922,4.935546e-05,0.1882592,,0.0004723159072455,,,,,,,23.4924182643042,-0.0036978944458152
115,131,	06/13/2024 00:02:46.854,1692.2412,1090.013,1,6,0,0,0,0,0,0,0,0,0.000287056,3.858831,0.001107700591536,1.347865e-05,0.04889925,5.199495e-05,0.1882593,,,,,,,,,23.51247,0.01119018
116,132,	06/13/2024 00:02:56.855,1702.2421,1100.0139,1,6,0,0,0,0,0,0,0,0,0.0005950928,3.859144,0.0022965488085632,1.415926e-05,0.04889927,5.462136e-05,0.1882594,,-1.51718004417e-05,,,,,,,23.53793,0.03236592
117,133,	06/13/2024 00:03:06.856,1712.2431,1110.0149,1,6,0,0,0,0,0,0,0,0,0.0006904602,3.858396,0.0026640688738392,1.484022e-05,0.0488993,5.724918e-05,0.1882595,,-3.41007216775e-05,,,,,,,23.52968,0.007504821
118,134,	06/13/2024 00:03:16.856,1722.2437,1120.0155,1,6,0,0,0,0,0,0,0,0,0.0004997253,3.859116,0.0019284979008348,1.551885e-05,0.04889932,5.986801e-05,0.1882596,,2.71451099251e-05,,,,,,,23.5336150729563,0.0040364612257063
119,135,	06/13/2024 00:03:26.857,1732.244,1130.0158,1,6,0,0,0,0,0,0,0,0,0.000254631,3.858644,0.000982530380364,1.623397e-05,0.04889934,6.262775e-05,0.1882597,,-2.48531705437e-05,,,,,,,23.4777189122712,0.0016707418494325
120,136,	06/13/2024 00:03:36.857,1742.2442,1140.016,1,6,0,0,0,0,0,0,0,0,8.106232e-05,3.859163,0.0003128327060381,1.69115e-05,0.04889937,6.524241e-05,0.1882598,,-3.2281201129e-05,,,,,,,23.4985,-0.00906229
121,137,	06/13/2024 00:03:37.842,1743.2296,1141.0014,1,6,0,0,0,0,0,0,0,0,0.0001993179,3.858957,0.0007691592054303,1.697849e-05,0.04889937,6.550096e-05,0.1882598,,-3.2281201129e-05,0.0856937170028687,0.0008535981178283,1236.65002441406,,,,23.4985,0.01264751
