,Data Point,Date Time,Test Time (s),Step Time (s),Cycle Index,Step Index,TC_Counter1,TC_Counter2,TC_Counter3,TC_Counter4,TC_Counter5,TC_Counter6,TC_Counter7,TC_Counter8,Current (A),Voltage (V),Power (W),Charge Capacity (Ah),Discharge Capacity (Ah),Charge Energy (Wh),Discharge Energy (Wh),ACR (Ohm),dV/dt (V/s),Internal Resistance (Ohm),dQ/dV (Ah/V),dV/dQ (V/Ah),MetaCode_MV_UD1,MetaCode_MV_UD2,MetaCode_MV_UD3,Aux_Temperature_1 (C),Aux_dT/dt_1 (C/s)
0,16,	06/23/2024 17:43:30.033,602.2259,0.009,1,6,0,0,0,0,0,0,0,0,-1.324851,3.780154,-5.008140807054,0.0,2.109658e-07,0.0,8.183054e-07,,-0.011316760443151,,,,,,,25.41345,0.01460135
99,115,	06/23/2024 17:56:33.320,1385.5123,783.2954,1,6,0,0,0,0,0,0,0,0,-0.4147816,3.822692,-1.5855823040672,4.970468e-06,0.0545248,1.931564e-05,0.209705,,,,,,,,,25.03359,0.00926435
100,116,	06/23/2024 17:56:33.482,1385.6746,783.4577,1,6,0,0,0,0,0,0,0,0,-0.4148693,3.81099,-1.581062753607,4.970468e-06,0.05454338,1.931564e-05,0.2097761,,,,,,,,,25.0335884103751,0.0092643499374763
101,117,	06/23/2024 17:56:33.489,1385.6818,783.4649,1,6,0,0,0,0,0,0,0,0,-0.4149446,3.822452,-1.5861058161592,4.970468e-06,0.05454478,1.931564e-05,0.2097814,,,,,,,,,25.0335948249601,0.0092510457568438
102,118,	06/23/2024 17:56:41.817,1394.0092,791.7923,1,6,0,0,0,0,0,0,0,0,-0.3042879,3.832682,-1.1662387571478,4.970468e-06,0.05548671,1.931564e-05,0.2133823,,0.0039492268115282,,-0.124052703380585,-1102.83605957031,,,,25.0411166241707,-0.006353071703782
103,119,	06/23/2024 17:56:51.817,1404.01,801.7931,1,6,0,0,0,0,0,0,0,0,-0.2767382,3.833005,-1.060738904291,4.970468e-06,0.05628219,1.931564e-05,0.2164312,,0.0009901842568069,,-0.101014599204063,-9.57719993591309,,,,25.0364933476549,-0.0115930510145609
104,120,	06/23/2024 17:57:01.818,1414.0102,811.7933,1,6,0,0,0,0,0,0,0,0,-0.2602024,3.833461,-0.9974757525064,4.970468e-06,0.05702664,1.931564e-05,0.2192855,,0.0002003668050747,,,,,,,24.9865117302464,-0.0006563565053183
105,121,	06/23/2024 17:57:11.818,1424.0103,821.7934,1,6,0,0,0,0,0,0,0,0,-0.2451448,3.835784,-0.9403225015232,4.970468e-06,0.05772736,1.931564e-05,0.221973,,7.5907963037e-05,,,,,,,24.98827,-0.01316965
106,122,	06/23/2024 17:57:21.818,1434.0104,831.7935,1,6,0,0,0,0,0,0,0,0,-0.2001705,3.839598,-0.768574251459,4.970468e-06,0.05835074,1.931564e-05,0.2243651,,0.0001773802941897,,-0.410120785236359,,,,,24.95043,0.01652181
107,123,	06/23/2024 17:57:31.818,1444.0106,841.7937,1,6,0,0,0,0,0,0,0,0,-0.1766777,3.840671,-0.6785609187367,4.970468e-06,0.05887328,1.931564e-05,0.2263719,,0.0001642193965381,,,,,,,24.9469013566969,-0.0012258900695786
108,124,	06/23/2024 17:57:41.818,1454.0107,851.7938,1,6,0,0,0,0,0,0,0,0,-0.2224274,3.837643,-0.8535969546182,4.970468e-06,0.05944061,1.931564e-05,0.2285498,,-0.0008226900827139,,,,,,,24.90548,-0.01607716
109,125,	06/23/2024 17:57:51.820,1464.0123,861.7954,1,6,0,0,0,0,0,0,0,0,-0.2230501,3.837315,-0.8559134944815,4.970468e-06,0.06005939,1.931564e-05,0.2309242,,5.55899787286e-05,,0.325293987989426,,,,,24.8715613895469,-0.0151860803052455
110,126,	06/23/2024 17:58:01.821,1474.0133,871.7964,1,6,0,0,0,0,0,0,0,0,-0.222044,3.836446,-0.851859815624,4.970468e-06,0.06067712,1.931564e-05,0.2332944,,,,,,,,,24.82335,-0.01116097
111,127,	06/23/2024 17:58:11.822,1484.0141,881.7972,1,6,0,0,0,0,0,0,0,0,-0.2797689,3.83243,-1.072194725427,4.970468e-06,0.06129708,1.931564e-05,0.2356729,,-3.23209787893e-05,,,,,,,24.8859017793174,0.01687737085362
112,128,	06/23/2024 17:58:13.163,1485.3558,883.1389,1,6,0,0,0,0,0,0,0,0,-0.3800745,3.82229,-1.452754960605,4.970468e-06,0.06142374,1.931564e-05,0.2361576,,-0.0018337609944865,,0.0090014515444636,1.80587804317474,,,,24.8859,-0.02344966
113,129,	06/23/2024 17:58:23.164,1495.3567,893.1398,1,6,0,0,0,0,0,0,0,0,-0.460968,3.815082,-1.758630719376,4.970468e-06,0.0626071,1.931564e-05,0.2406764,,-0.0005096591776236,,0.0683973431587219,,,,,24.90096,0.01183629
114,130,	06/23/2024 17:58:30.031,1502.2232,900.0063,1,6,0,0,0,0,0,0,0,0,-0.01508713,3.848737,-0.05806639545481,4.970468e-06,0.06352757,1.931564e-05,0.2441857,,0.0110960202291608,,0.200888201594353,7.04137086868286,,,,24.8327532211099,0.0045801265793887
115,131,	06/23/2024 17:58:31.027,1503.2191,901.0022,1,6,0,0,0,0,0,0,0,0,0.0002250671,3.851928,0.0008669422643688,5.009453e-06,0.06352765,1.946579e-05,0.244186,,0.0276233199983835,0.0803994089365005,-0.0205463394522667,-48.6704597473145,,,,24.83275,0.004580021
