,Data Point,Date Time,Test Time (s),Step Time (s),Cycle Index,Step Index,TC_Counter1,TC_Counter2,TC_Counter3,Current (A),Voltage (V),Power (W),Charge Capacity (Ah),Discharge Capacity (Ah),Charge Energy (Wh),Discharge Energy (Wh),ACR (Ohm),dV/dt (V/s),Internal Resistance (Ohm),dQ/dV (Ah/V),dV/dQ (V/Ah),MetaCode_MV_UD1,MetaCode_MV_UD2,MetaCode_MV_UD3,Aux_Temperature_1 (C),Aux_dT/dt_1 (C/s)
0,10,	03/23/2024 19:52:15.591,242.8237,0.5754,1,6,0,0,0,-0.02943707,3.854057,-0.113452146,0.0,3.02493e-06,0.0,1.16655e-05,,-0.01913568,,6.78063e-05,,,,,25.94410706,0.0086689
124,134,	03/23/2024 20:08:40.444,1227.6772,985.4289,1,6,0,0,0,-0.2116203,3.76223,-0.796164241,0.0,0.05341075,0.0,0.2018021,,0.000595349,,,,,,,25.75553,-0.000711083
125,135,	03/23/2024 20:08:50.445,1237.6781,995.4298,1,6,0,0,0,-0.2112608,3.763334,-0.795044952,0.0,0.05399692,0.0,0.2040073,,-5.34201e-05,,,,,,,25.76360885,0.000243177
126,136,	03/23/2024 20:09:00.445,1247.6781,1005.4298,1,6,0,0,0,-0.2104464,3.761866,-0.791671157,0.0,0.0545824,0.0,0.2062098,,-7.60616e-05,,,,,,,25.72381822,-0.007680575
127,137,	03/23/2024 20:09:10.445,1257.6783,1015.43,1,6,0,0,0,-0.210495,3.761542,-0.791785783,0.0,0.05516699,0.0,0.2084087,,,,,,,,,25.76847,0.02460837
128,138,	03/23/2024 20:09:20.446,1267.6785,1025.4302,1,6,0,0,0,-0.2104044,3.761411,-0.791417425,0.0,0.05575129,0.0,0.2106064,,-4.71381e-05,,,,,,,25.72609372,0.00715154
129,139,	03/23/2024 20:09:30.447,1277.6794,1035.4311,1,6,0,0,0,-0.210083,3.761048,-0.790132247,0.0,0.05633498,0.0,0.2128017,,4.42562e-05,,,,,,,25.75161908,-0.005498998
130,140,	03/23/2024 20:09:40.448,1287.6804,1045.4321,1,6,0,0,0,-0.2096891,3.760824,-0.7886038,0.0,0.0569181,0.0,0.2149946,,-1.47371e-05,,,,,,,25.72215,-0.004274845
131,141,	03/23/2024 20:09:50.448,1297.6811,1055.4328,1,6,0,0,0,-0.2095985,3.759763,-0.788040685,0.0,0.05750053,0.0,0.2171848,,-4.39401e-05,,,0.0,,,,25.73186483,-0.002760306
132,142,	03/23/2024 20:09:55.476,1302.7084,1060.4601,1,6,0,0,0,-0.2090511,3.748742,-0.783678639,0.0,0.05779294,0.0,0.2182844,,-0.001602999,,,,,,,25.74052221,-0.003269305
133,143,	03/23/2024 20:09:55.482,1302.7147,1060.4664,1,6,0,0,0,-0.2093611,3.759542,-0.787101849,0.0,0.05779323,0.0,0.2182855,,,,,,,,,25.74052221,-0.003155565
134,144,	03/23/2024 20:09:55.980,1303.2124,1060.9641,1,6,0,0,0,-0.2094851,3.749471,-0.785458307,0.0,0.05782226,0.0,0.2183946,,,,,,,,,25.74052,0.00597477
135,145,	03/23/2024 20:09:55.991,1303.2236,1060.9753,1,6,0,0,0,-0.2094221,3.759491,-0.7873205,0.0,0.05782291,0.0,0.2183971,,,,,,,,,25.74060621,0.005979752
136,146,	03/23/2024 20:10:05.992,1313.2245,1070.9762,1,6,0,0,0,-0.208993,3.761304,-0.786086207,0.0,0.05840454,0.0,0.220584,,0.106640697,,-0.000509929,-1961.057007,,,,25.81758804,0.010428384
137,147,	03/23/2024 20:10:15.993,1323.2255,1080.9772,1,6,0,0,0,-0.2092314,3.759762,-0.786660267,0.0,0.0589856,0.0,0.2227687,,-4.69436e-05,,,,,,,25.83003413,0.00986219
138,148,	03/23/2024 20:10:25.994,1333.2265,1090.9782,1,6,0,0,0,-0.2085161,3.759529,-0.783922325,0.0,0.05956601,0.0,0.2249507,,-6.33734e-05,,,,,,,25.78241,-0.007193685
139,149,	03/23/2024 20:10:35.994,1343.2268,1100.9785,1,6,0,0,0,-0.2088718,3.759295,-0.785210713,0.0,0.06014583,0.0,0.2271304,,-2.24429e-05,,,,,,,25.83153294,-0.011656836
140,150,	03/23/2024 20:10:40.714,1347.9464,1105.6981,1,6,0,0,0,-0.208415,3.746925,-0.780915374,0.0,0.06041886,0.0,0.2281567,,-0.001417482,,,,,,,25.85777227,0.00819939
141,151,	03/23/2024 20:10:40.718,1347.9512,1105.7029,1,6,0,0,0,-0.2084322,3.758304,-0.783351571,0.0,0.06041923,0.0,0.2281581,,,,,,,,,25.85777227,0.00819939
142,152,	03/23/2024 20:10:41.218,1348.4504,1106.2021,1,6,0,0,0,-0.208868,3.746965,-0.782621086,0.0,0.06044804,0.0,0.2282664,,-0.030658619,,-0.000466692,-2142.740967,,,,25.85777283,0.008199811
143,153,	03/23/2024 20:10:41.222,1348.4552,1106.2069,1,6,0,0,0,-0.2088652,3.758286,-0.784975157,0.0,0.06044842,0.0,0.2282679,,,,,,,,,25.85778059,0.008202237
144,154,	03/23/2024 20:10:51.222,1358.4553,1116.207,1,6,0,0,0,-0.2083063,3.75888,-0.782998385,0.0,0.06102725,0.0,0.2304436,,0.121886797,,-0.00047422,-2108.726074,,,,25.87429984,0.013364502
145,155,	03/23/2024 20:11:01.223,1368.4556,1126.2073,1,6,0,0,0,-0.2079306,3.758451,-0.781496972,0.0,0.0616056,0.0,0.2326174,,-7.23067e-05,,,,,,,25.90994,0.01312196
146,156,	03/23/2024 20:11:11.223,1378.4556,1136.2073,1,6,0,0,0,-0.2077217,3.7584,-0.780701237,0.0,0.06218301,0.0,0.2347875,,-5.73355e-05,,,,,,,25.99711522,0.025060057
